SMILES,WD.unity,WK.unity,Weta2.unity,Wlambda2.unity,BCUTw-1l,Wlambda3.unity,BCUTp-1h,BCUTc-1h,BCUTp-1l,WA.unity,Wnu1.unity,Wlambda1.unity,WV.unity,WT.unity,Wnu2.unity,BCUTc-1l,BCUTw-1h,Wgamma1.unity,WG.unity,Wgamma2.unity,Weta3.unity,Weta1.unity,Wgamma3.unity
OCC1OC([C@H](O)[C@@H]1O)n1cnc(=N)nc1O, , , , , 11.9962921142578, , 9.42023468017578, 0.193983480334282, 4.30835771560669, , , , , , , -0.39361435174942, 16.0, , , , , , 
OC1CC2(C)[C@@H](C[C@H]1O)C(=O)C=C1[C@@H]2CC[C@]2(C)[C@H](CC[C@@]12O)[C@H](C)[C@H](O)CCC(C)(C)O, , , , , 11.9961223602295, , 13.0450096130371, 0.15943406522274, 5.33250570297241, , , , , , , -0.415720492601395, 16.0008144378662, , , , , , 
ClC1[C@]2(Cl)C(C)(C)C(=C)[C@@]1(Cl)C(Cl)(Cl)C2(Cl)Cl, , , , , 11.9985313415527, , 15.9030141830444, 0.272349834442139, 8.44173526763916, , , , , , , -0.16488279402256, 34.9749450683594, , , , , , 
S=P(N1CC1)(N1CC1)N1CC1, , , , , 11.9945430755615, , 11.133002281189, 0.121336556971073, 6.52089977264404, , , , , , , -0.284132987260818, 31.9720726013184, , , , , , 
Cl.CNNCc1ccc(cc1)C(=O)NC(C)C, , , , , 11.8900003433228, , 9.11466121673584, 0.208146393299103, 2.72999620437622, , , , , , , -0.280020087957382, 34.9688529968262, , , , , , 
ClC(Cl)(Cl)c1ccccc1, , , , , 11.8500003814697, , 11.6361904144287, 0.274434119462967, 6.76730298995972, , , , , , , -0.139049023389816, 34.9708518981934, , , , , , 
Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl, , , , , 11.9985237121582, , 9.7629337310791, 0.168600007891655, 6.6611008644104, , , , , , , -0.355713248252869, 34.9720077514648, , , , , , 
CC/C=C(/CC)\N(=O)=O, , , , , 11.9989995956421, , 7.84538078308105, 0.190624639391899, 3.63411474227905, , , , , , , -0.265907466411591, 16.0168704986572, , , , , , 
ClCCN(CCCl)c1ccc(CCCC(=O)O)cc1, , , , , 11.8500003814697, , 10.3081579208374, 0.258933156728745, 3.77535319328308, , , , , , , -0.331606537103653, 34.9698524475098, , , , , , 
ClCCN(CCCl)c1ccc(cc1)CC(=O)Oc1ccc2c(CCC3[C@@H]2CCC2(C)[C@H](CC[C@@H]32)OC(=O)Cc2ccc(cc2)N(CCCl)CCCl)c1, , , , , 11.8500003814697, , 11.9354085922241, 0.264039188623428, 4.83676719665527, , , , , , , -0.312011808156967, 34.9718627929688, , , , , , 
