SMILES,ATSp4,ATSm5,ATSp5,MDEN-33,SP-0,topoShape,VPC-4,SP-1,VPC-5,SP-2,MDEC-33,VPC-6,SP-3,MDEC-34,khs.sF,khs.aasC,SP-4,khs.ddssS,khs.dO,TopoPSA,WPOL,SP-5,SP-6,SP-7,MDEN-11,MDEN-12,MDEO-22,khs.dssC,MDEN-13,khs.aaNH,ATSc1,ATSc2,MDEC-11,VAdjMat,ATSc3,MDEC-12,C3SP2,SPC-4,ATSc4,MDEC-13,SCH-3,C3SP3,khs.ssCH2,khs.sBr,SPC-5,ATSc5,MDEC-14,SCH-4,SPC-6,khs.aasN,SC-3,SCH-5,ECCEN,WPATH,khs.aaCH,khs.ddsN,SC-4,MDEC-44,VCH-3,SCH-6,khs.dNH,Kier1,SC-5,VCH-4,SCH-7,VCH-5,khs.ssssC,khs.ssNH,Kier2,SC-6,VCH-6,fragC,khs.sCl,Kier3,VCH-7,khs.ssO,khs.dsCH,VP-0,VC-3,MDEN-22,VP-1,Zagreb,VC-4,MDEN-23,khs.dsN,PetitjeanNumber,VP-2,VC-5,VP-3,khs.sssN,VC-6,khs.aaN,khs.tN,VP-4,khs.ssS,MDEC-22,C2SP2,VP-5,MDEC-23,VP-6,MDEC-24,C2SP3,khs.sOH,VP-7,ATSm1,khs.sNH2,ATSm2,khs.sssCH,khs.aaaC,khs.aaS,ATSp1,ATSm3,khs.sCH3,MDEO-11,C1SP2,ATSp2,MDEO-12,C1SP3,ATSp3,ATSm4
InChI%3D1S%2FC22H28O5%2Fc1-12-8-16-15-5-4-13-9-14%2824%296-7-20%2813%2C2%2919%2815%2917%2825%2910-21%2816%2C3%2922%2812%2C27%2918%2826%2911-23%2Fh6-7%2C9%2C12%2C15-16%2C19%2C23%2C27H%2C4-5%2C8%2C10-11H2%2C1-3H3%2Ft12-%2C15%3F%2C16-%2C19%2B%2C20-%2C21-%2C22-%2Fm0%2Fs1,5894.19482421875,65.7521209716797,5048.0966796875,0,19.77565574646,1,5.94674110412598,12.5912246704102,10.3047943115234,12.7833852767944,8.73878955841064,14.5295324325562,12.0586786270142,9.37540721893311,0,0,10.2415914535522,0,3,91.6699981689453,63,8.25789737701416,5.98205709457397,4.62107753753662,0,0,0,4,0,0,0.5683473944664,-0.114671483635902,0.543690204620361,5.75488758087158,-0.204904437065125,5.5183162689209,1,9.41487884521484,0.0691047981381416,6.49070119857788,0,5,5,0,17.0693206787109,0.0167858395725489,3.20689177513123,0,26.019905090332,0,3.28586387634277,0.0589255653321743,515,1556,0,0,0.303246527910233,1.10520946979523,0,0.432806551456451,0,20.2800006866455,1.93394303321838,0,1.23814117908478,0.0589255653321743,3,0,6.5,0.550657689571381,0.349097192287445,2662.05004882812,0,2.52588963508606,0.857735872268677,0,3,16.1961574554443,2.29014253616333,0,9.92791652679443,160,0.217670261859894,0,0,0.5,9.5196418762207,1.07979440689087,8.40707111358643,0,0.265151053667068,0,0,7.07874393463135,0,7.09832334518433,6,5.37828779220581,20.3226070404053,3.76368761062622,7.52453136444092,4,2,2.72549104690552,30.8723449707031,0,31.6604595184326,4,0,0,2461.29833984375,53.3209190368652,3,1.6427845954895,0,3137.77026367188,0,4,5162.36962890625,69.1982269287109
InChI%3D1S%2FC9H6I3NO3%2Fc1-3%2814%2913-8-5%2811%292-4%2810%296%287%288%2912%299%2815%2916%2Fh2H%2C1H3%2C%28H%2C13%2C14%29%28H%2C15%2C16%29,3553.68505859375,459.36962890625,2665.07641601562,0,12.4556655883789,0.75,2.60073280334473,7.34111166000366,6.25141525268555,7.16415786743164,9.64646148681641,6.86130094528198,4.92737674713135,0,0,5,4.49569749832153,0,1,69.8899993896484,25,2.71684122085571,1.65727543830872,0.852567136287689,0,0,0,2,0,0,0.3786661028862,-0.16181854903698,0,5,0.02814413420856,0.200000002980232,0,3.04978632926941,-0.0544589906930923,1.91751575469971,0,1,0,0,5.51348161697388,-0.0890710055828094,0,0,7.17461633682251,0,1.6526300907135,0,174,413,1,0,0,0,0,0.0453609228134155,0,14.0625,0.428621023893356,0,0.1943469196558,0,0,0,5.55765581130981,0,0.0180421955883503,244.070007324219,0,3.25,0.154325768351555,0,0,14.4336280822754,1.31290316581726,0,7.22909593582153,78,0,0,1,0.428571432828903,6.24510192871094,0.334834784269333,4.35673666000366,0,0,0,0,5.11402225494385,0,0,0,1.6474723815918,3.44160127639771,1.32671988010406,0,5,2,0.272252321243286,350.599395751953,0,46.0264053344727,0,0,0,2134.66577148438,83.2182846069336,1,0.650697648525238,2,2454.7607421875,0,1,3416.60375976562,126.16382598877
InChI%3D1S%2FC10H12N4OS%2Fc1-7%2815%2913-9-4-2-8%283-5-9%296-12-14-10%2811%2916%2Fh2-6H%2C1H3%2C%28H%2C13%2C15%29%28H3%2C11%2C14%2C16%29,993.933288574219,18.3310813903809,825.630737304688,0,11.9662551879883,0.833333313465118,0.402478367090225,7.57538747787476,0.42471981048584,6.84105110168457,1.35435009002686,0.379424870014191,4.1649112701416,0,0,2,3.23730278015137,0,0,119.629997253418,17,2.38064694404602,1.50505578517914,1.07472658157349,0,0.793700516223907,0,2,0,0,0.251934498548508,-0.126465678215027,0,5,-0.0202325377613306,1.02220594882965,0,1.36391639709473,0.043227881193161,1.09204828739166,0,1,0,0,1.78347015380859,-0.0155985411256552,0,0,1.92918395996094,0,1.22474491596222,0,264,538,4,0,0,0,0,0.0833333358168602,1,14.0625,0,0,0.117851130664349,0,0,1,7.34999990463257,0,0.0277777779847383,544.059997558594,0,6.36999988555908,0.0284601077437401,0,1,9.57003307342529,0.438465744256973,0.863054394721985,4.9334888458252,72,0,0,2,0.454545468091965,3.41637182235718,0,1.66806328296661,0,0,0,0,1.04744613170624,0,4.88359355926514,0,0.636198043823242,7.80417728424072,0.309645086526871,0,5,1,0.171096831560135,24.3421745300293,0,19.1927909851074,0,0,0,895.051513671875,26.4695854187012,1,0,2,953.254272460938,0,1,1139.94421386719,20.6364707946777
InChI%3D1S%2FC27H29NO11%2Fc1-10-22%2831%2913%2828%296-17%2838-10%2939-15-8-27%2836%2C16%2830%299-29%297-12-19%2815%2926%2835%2921-20%2824%2812%2933%2923%2832%2911-4-3-5-14%2837-2%2918%2811%2925%2821%2934%2Fh3-5%2C10%2C13%2C15%2C17%2C22%2C29%2C31%2C33%2C35-36H%2C6-9%2C28H2%2C1-2H3%2Ft10-%2C13-%2C15-%2C17-%2C22-%2C27-%2Fm0%2Fs1,6607.63623046875,102.539428710938,6403.556640625,0,28.386022567749,1,3.56195449829102,18.4277763366699,5.07389163970947,17.6912803649902,35.7861824035645,6.49580335617065,16.2261276245117,4.11892080307007,0,9,13.795238494873,0,3,,83,11.4465703964233,8.78442668914795,6.71581506729126,0,0,0.552604734897614,3,0,0,1.35355162620544,-0.372929900884628,0.0769230797886848,6.28540229797363,-0.112287163734436,1.84645211696625,0,9.8500509262085,-0.302883088588715,5.51052618026733,0,7,4,0,16.7430458068848,-0.111000940203667,0.239045724272728,0,26.1829433441162,0,3.69443249702454,0,919,4392,3,0,0.144337564706802,0,0,0.245783537626266,0,30.4575443267822,1.443807721138,0,0.826923370361328,0,1,0,11.5887727737427,0.102062076330185,0.123465664684772,3702.1201171875,0,5.12786340713501,0.291791498661041,3,0,21.2101364135742,1.66970956325531,0,12.4118013381958,220,0.0559016987681389,0,0,0.5,10.15993309021,0.363605409860611,7.80528020858765,0,0.0161374304443598,0,0,5.75025844573975,0,4.00787782669067,3,4.11561012268066,25.1920604705811,2.74218916893005,2.07099652290344,13,5,1.77398252487183,47.8791465759277,1,47.8154716491699,5,0,0,2902.68408203125,76.0770492553711,2,4.21188735961914,0,3616.90869140625,3.7510974407196,3,5617.0888671875,97.500373840332
InChI%3D1S%2FC12H9F3N2O2%2Fc1-7-10%286-16-19-7%2911%2818%2917-9-4-2-8%283-5-9%2912%2813%2C14%2915%2Fh2-6H%2C1H3%2C%28H%2C17%2C18%29,1166.67529296875,29.0607471466064,936.984924316406,0,14.0436058044434,1,0.887873351573944,8.8760290145874,0.899614989757538,8.86870288848877,3.56403374671936,0.71808910369873,6.43534374237061,1.1838321685791,3,4,4.98423337936401,0,1,,26,3.09683084487915,2.13564920425415,1.37965846061707,0,0,0,1,0,1,0.553314447402954,-0.233028069138527,0,5.24792766571045,0.0419616177678108,0.900007307529449,0,3.73749685287476,-0.190373927354813,1.67081260681152,0,2,0,0,5.01418733596802,0.159060761332512,0.111111111938953,0,5.06034708023071,0,2.32197451591492,0.117851130664349,317,770,5,0,0.288675129413605,0,0,0.269225835800171,0,15.3900003433228,0.625462770462036,0,0.284787505865097,0.0263523142784834,1,1,6.18549346923828,0.144337564706802,0.067306250333786,499.070007324219,0,3.98615908622742,0.0529211573302746,0,0,9.78435516357422,0.526068866252899,0.25,5.27601051330566,98,0.0134987309575081,0,0,0.5,3.82489061355591,0.0799084603786469,2.46545457839966,0,0.00449957698583603,1,0,1.45766925811768,0,3.5395290851593,0,0.77801901102066,9.10374069213867,0.403832256793976,1.61098504066467,6,0,0.205071836709976,25.7750473022461,0,23.4615612030029,0,0,0,844.495666503906,37.9642486572266,1,0,1,970.311462402344,0.25,3,1311.78698730469,31.8161907196045
InChI%3D1S%2FC23H36O7%2Fc1-4-13%282%2923%2829%2930-20-11-17%2825%299-15-6-5-14%283%2919%2822%2815%2920%298-7-16%2824%2910-18%2826%2912-21%2827%2928%2Fh5-6%2C9%2C13-14%2C16-20%2C22%2C24-26H%2C4%2C7-8%2C10-12H2%2C1-3H3%2C%28H%2C27%2C28%29%2Ft13-%2C14-%2C16%2B%2C17%2B%2C18%2B%2C19-%2C20-%2C22-%2Fm0%2Fs1,3472.623046875,55.0792541503906,3296.85400390625,0,22.4219207763672,875,2.5238208770752,14.1162996292114,3.48811912536621,13.1440382003784,13.6839094161987,4.48717403411865,9.67818737030029,0,0,0,7.93413352966309,0,2,124.290000915527,46,5.71252822875977,4.51083898544312,3.15616464614868,0,0,0,3,0,0,0.707501173019409,-0.286658763885498,0.5,5.90689039230347,0.0471669100224972,4.5768575668335,1,4.65318012237549,-0.226978987455368,6.31786489486694,0,4,6,0,7.35145330429077,0.214434623718262,0,0,9.69006538391113,0,2.56190776824951,0,694,2600,0,0,0,0,0,0.111111111938953,0,26.2539024353027,0.419363737106323,0,0.332395970821381,0,0,0,12.2963762283325,0,0.0713587254285812,3619.07006835938,0,7.82840251922607,0.170759156346321,1,3,18.1070938110352,1.29760253429413,0,10.982325553894,148,0,0,0,0.466666668653488,8.88078498840332,0.211724609136581,6.44282245635986,0,0,0,0,4.52032947540283,0,7.78499889373779,3,3.28132843971252,25.5960903167725,2.21662998199463,0,10,4,1.46607482433319,35.4212837219238,0,33.6567344665527,8,0,0,2005.41149902344,48.5340423583984,3,2.07416868209839,2,2331.025390625,0.95634651184082,3,3228.1806640625,51.3134727478027
InChI%3D1S%2FC30H30O8%2Fc1-11%282%2919-15-7-13%285%2921%2827%2835%2923%2815%2917%289-31%2925%2833%2929%2819%2937%2922-14%286%298-16-20%2812%283%294%2930%2838%2926%2834%2918%2810-32%2924%2816%2928%2822%2936%2Fh7-12%2C33-38H%2C1-6H3,7520.68212890625,107.504249572754,7539.33984375,0,28.3754329681396,0.857142865657806,3.8078715801239,17.7919063568115,5.73888158798218,17.0047225952148,49.7661514282227,7.6492166519165,15.1473293304443,0,0,14,13.9713125228882,0,2,155.520004272461,84,11.1367998123169,8.28412342071533,5.99175214767456,0,0,0,0,0,0,0.764104068279266,-0.158500000834465,2.1396005153656,6.24792766571045,-0.100167617201805,3.97160506248474,0,9.41794586181641,-0.00291870138607919,22.9273986816406,0,14,0,0,17.6759147644043,-0.393353283405304,0,0,28.3787689208984,0,3.5037693977356,0,830,4069,2,0,0,0,0,0.1647959202528,0,30.9470558166504,1.45281684398651,0,0.677016615867615,0,0,0,11.70703125,0,0.0673343911767006,3635.080078125,0,4.921875,0.204050853848457,0,2,21.9638805389404,1.88444828987122,0,12.1818475723267,210,0,0,0,0.461538463830948,10.2734956741333,0.491418212652206,7.22475910186768,0,0,0,0,5.6021294593811,0,1.047682762146,0,3.8646388053894,19.7544021606445,2.58064150810242,0,8,6,1.49496603012085,44.1957511901855,0,43.6567344665527,2,4,0,3183.02807617188,68.649284362793,6,3.97972512245178,2,3959.16015625,0,6,6165.58837890625,93.5191421508789
InChI%3D1S%2FC20H21NO4%2Fc1-22-17-6-5-13%2810-18%2817%2923-2%299-16-15-12-20%2825-4%2919%2824-3%2911-14%2815%297-8-21-16%2Fh5-8%2C10-12H%2C9H2%2C1-4H3,2852.54272460938,42.3177528381348,2429.61181640625,0,17.8111896514893,0.857142865657806,1.32893764972687,12.193733215332,1.80784022808075,10.1744136810303,8.44271945953369,2.07152605056763,9.18995571136475,0,0,6,7.65244245529175,0,0,,42,6.28785943984985,4.37538909912109,3.12756276130676,0,0,0.897783517837524,0,0,0,0.761915147304535,-0.415206462144852,0.670210897922516,5.64385604858398,-0.122631259262562,5.25345706939697,0,3.71581411361694,0.33876433968544,5.91551208496094,0,3,1,0,6.10585403442383,-0.263272434473038,0,0,8.34244632720947,0,1.34020686149597,0,526,1534,7,0,0,0,0,0.191638320684433,0,19.7530860900879,0.302749425172806,0,0.438601285219193,0,0,0,9.27392292022705,0,0.06352349370718,1704.05004882812,0,4.46597480773926,0.110800072550774,4,0,14.8287658691406,0.588112473487854,0,7.90314531326294,128,0,0,0,0.461538463830948,5.55208539962769,0.0746558085083961,4.17059946060181,0,0,1,0,2.88441252708435,0,7.82353973388672,0,2.01659512519836,20.9539318084717,1.18085694313049,0,12,0,0.704459846019745,28.4578647613525,0,29.989107131958,0,2,0,1617.93347167969,40.1552925109863,4,0,0,1900.99426269531,0,1,2671.51025390625,46.704231262207
InChI%3D1S%2FC28H24N6.2BrH%2Fc1-21-27%2823-13-5-3-6-14-23%2933%2825-17-9-11-19-31%2821%2925%2929-30-34-26-18-10-12-20-32%2826%2922%282%2928%2834%2924-15-7-4-8-16-24%3B%3B%2Fh3-20H%2C1-2H3%3B2%2A1H%2Fq%2B2%3B%3B%2Fp-2,4785.4140625,65.7055358886719,4494.52880859375,1.67667174339294,23.0703392028809,999.0009765625,3.17870116233826,16.7371826171875,5.08221769332886,14.7985067367554,8.04750823974609,6.46270608901978,13.6249713897705,0,0,6,12.4606618881226,0,0,,61,10.5236129760742,7.07425212860107,5.62990760803223,0,0,0,0,0,8,0.274079203605652,-0.155718848109245,0.111111111938953,6.16992521286011,0.0257514994591475,5.61735200881958,0,5.46462392807007,0.0170870330184698,4.07534074783325,0,2,0,0,10.5868473052979,-0.0587025433778763,0,0,16.0683689117432,4,1.7569522857666,0.128300055861473,690588608,69000003584,18,0,0,0,0,0.845330476760864,0,28.994083404541,0.709490060806274,0,1.30333244800568,0.0912870913743973,0,0,12.9017858505249,0,0.43803659081459,2965.080078125,0,5.53752374649048,0.592392265796661,0,0,23.4197044372559,1.23323917388916,1,12.4689464569092,190,0,3.61440801620483,2,0.999000012874603,10.0497751235962,0.379404544830322,8.10294246673584,0,0,8,0,6.33971214294434,0,25.6657390594482,0,4.47821474075317,29.6119194030762,2.48159432411194,0,20,0,1.61698877811432,124.676109313965,0,41.7418174743652,0,2,0,2534.3515625,60.4312858581543,2,0,0,3060.79809570312,0,6,4546.94775390625,66.0684127807617
InChI%3D1S%2FC9H13NO%2Fc1-7%2810%296-8-2-4-9%2811%295-3-8%2Fh2-5%2C7%2C11H%2C6%2C10H2%2C1H3,577.341430664062,8.66446208953857,383.753082275391,0,8.26758480072021,0.75,0.408041566610336,5.18154048919678,0.497178703546524,4.75544691085815,0.965489387512207,0.470179051160812,2.94016623497009,0,0,2,2.23148417472839,0,0,46.25,11,1.74555850028992,0.788991153240204,0.532657027244568,0,0,0,0,0,0,0.10249200463295,-0.0322756394743919,0,4.45943164825439,-0.0175019595772028,1.31326389312744,0,1.05047678947449,0.000798048742581159,1.14471423625946,0,1,1,0,1.38447082042694,0.00802832469344139,0,0,1.6854807138443,0,0.901047587394714,0,115,166,4,0,0,0,0,0.0833333358168602,0,9.09090900421143,0,0,0.142258897423744,0,0,0,4.13265323638916,0,0.0277777779847383,466.019989013672,0,3.26530623435974,0.0320644564926624,0,0,6.61842203140259,0.428088992834091,0,3.71745920181274,50,0,0,0,0.428571432828903,2.84785509109497,0,1.49401783943176,0,0,0,0,1.00381577014923,0,4.88359355926514,0,0.613137364387512,8.16184616088867,0.241166740655899,0,7,1,0.132641866803169,12.1344566345215,1,11.4982776641846,1,0,0,559.011657714844,14.9965543746948,1,0,0,599.9462890625,0,1,726.872741699219,11.8303689956665
