SMILES,FNSA-2,FPSA-2,PNSA-1,PPSA-1,TPSA,FNSA-3,FPSA-3,DPSA-1,PNSA-2,PPSA-2,WNSA-1,DPSA-2,PNSA-3,PPSA-3,THSA,RNCG,WNSA-2,DPSA-3,bpol,WNSA-3,RPSA,RNCS,RPCG,apol,WPSA-1,nHBAcc,RHSA,RPCS,WPSA-2,WPSA-3,nHBDon,FNSA-1,FPSA-1
InChI%3D1S%2FC7H7Cl%2Fc8-6-7-4-2-1-3-5-7%2Fh1-5H%2C6H2, -0.253521978855133, 0.241595938801765, 181.89323425293, 173.336715698242, 0.0, -0.0520450882613659, 0.0296228229999542, -8.55652046203613, -90.0586013793945, 85.8221130371094, 64.6139297485352, 175.880706787109, -18.4879741668701, 10.5229139328003, 355.229949951172, 0.339970588684082, -31.991512298584, 29.0108890533447, 8.07244873046875, -6.56748247146606, 0.0, 23.7761974334717, 0.149595350027084, 19.1675510406494, 61.5743980407715, 0.0, 1.0, 0.45163893699646, 30.4865856170654, 3.7380542755127, 0.0, 0.512043654918671, 0.487956374883652
InChI%3D1S%2FC8H5N3O4S%2Fc12-4-9-8-10-5%283-16-8%296-1-2-7%2815-6%2911%2813%2914%2Fh1-4H%2C%28H%2C9%2C10%2C12%29, , , , , , , , , , , , , , , , , , , 13.5580348968506, , , , , 26.821964263916, , 3.0, , , , , 1.0, , 
InChI%3D1S%2FC17H21N3.ClH%2Fc1-19%282%2915-9-5-13%286-10-15%2917%2818%2914-7-11-16%2812-8-14%2920%283%294%3B%2Fh5-12%2C18H%2C1-4H3%3B1H, , , , , , , , , , , , , , , , , , , 28.4305534362793, , , , , 50.0694465637207, , 3.0, , , , , 1.0, , 
InChI%3D1S%2FC6H13NO3S.Na%2Fc8-11%289%2C10%297-6-4-2-1-3-5-6%3B%2Fh6-7H%2C1-5H2%2C%28H%2C8%2C9%2C10%29%3B%2Fq%3B%2B1%2Fp-1, , , , , , , , , , , , , , , , , , , 21.2124843597412, , , , , 48.5675163269043, , 4.0, , , , , 1.0, , 
InChI%3D1S%2FC4H7Cl%2Fc1-4%282%293-5%2Fh3H%2C1-2H3, -0.103861831128597, 0.178851336240768, 127.629852294922, 219.780166625977, 0.0, -0.0357677228748798, 0.0223738569766283, 92.1503067016602, -36.0826416015625, 62.1347465515137, 44.3398895263672, 98.2173919677734, -12.4260654449463, 7.77290153503418, 347.410003662109, 0.491586685180664, -12.5354709625244, 20.1989669799805, 8.07244873046875, -4.31693935394287, 0.0, 35.2691802978516, 0.290856301784515, 13.8875513076782, 76.3538284301758, 0.0, 1.0, 7.43165969848633, 21.5862331390381, 2.70038390159607, 0.0, 0.367375284433365, 0.632624745368958
InChI%3D1S%2FC3H6ClNO%2Fc1-5%282%293%284%296%2Fh1-2H3, -0.264047026634216, 0.301949977874756, 142.452728271484, 162.901260375977, 49.5462036132812, -0.0513228662312031, 0.0277345236390829, 20.4485454559326, -80.627815246582, 92.2016296386719, 43.4985046386719, 172.829437255859, -15.6716413497925, 8.46884727478027, 255.80778503418, 0.448252946138382, -24.620023727417, 24.1404895782471, 9.9172420501709, -4.78539800643921, 0.162258252501488, 18.4081897735596, 0.578370928764343, 13.3627576828003, 49.7425498962402, 2.0, 0.837741732597351, 4.00157690048218, 28.1541347503662, 2.58599638938904, 0.0, 0.466516643762589, 0.533483326435089
InChI%3D1S%2FC8H6N4O5%2Fc13-6-4-11%288%2814%2910-6%299-3-5-1-2-7%2817-5%2912%2815%2916%2Fh1-3H%2C4H2%2C%28H%2C10%2C13%2C14%29%2Fb9-3%2B, -0.86152172088623, 0.778894007205963, 229.787796020508, 207.749069213867, 124.173492431641, -0.0936994850635529, 0.0538956969976425, -22.0387306213379, -376.947509765625, 340.794830322266, 100.540634155273, 717.742370605469, -40.9969787597656, 23.581356048584, 313.363372802734, 0.211434304714203, -164.928436279297, 64.5783309936523, 13.9892416000366, -17.9376888275146, 0.283801198005676, 7.41837596893311, 0.209901332855225, 26.490758895874, 90.8978805541992, 5.0, 0.716198801994324, 0.752526998519897, 149.110305786133, 10.3177127838135, 1.0, 0.525184988975525, 0.474815011024475
InChI%3D1S%2FC6H12Cl2O%2Fc1-5%283-7%299-6%282%294-8%2Fh5-6H%2C3-4H2%2C1-2H3, -0.306642353534698, 0.480107188224792, 137.170196533203, 214.766143798828, 7.31906843185425, -0.0666153207421303, 0.0244504306465387, 77.5959548950195, -107.918586730957, 168.967163085938, 48.2751731872559, 276.8857421875, -23.4443511962891, 8.60499477386475, 344.617279052734, 0.471962869167328, -37.9804725646973, 32.0493469238281, 15.8744840621948, -8.25091934204102, 0.0207965690642595, 3.45432829856873, 0.0953378081321716, 23.7235164642334, 75.5840072631836, 1.0, 0.979203402996063, 0.197884202003479, 59.4656867980957, 3.0284104347229, 0.0, 0.3897585272789, 0.6102414727211
InChI%3D1S%2FC23H41Cl7%2Fc1-3-4-18%2825%297-8-20%2827%2911-12-22%2829%2915-16-23%2830%2914-13-21%2828%2910-9-19%2826%296-5-17%282%2924%2Fh17-23H%2C3-16H2%2C1-2H3, -0.727261304855347, 1.0080817937851, 344.518341064453, 477.548645019531, 0.0, -0.0687160789966583, 0.0181747786700726, 133.030319213867, -597.857543945312, 828.710754394531, 283.217163085938, 1426.56823730469, -56.4892234802246, 14.9408864974976, 822.067016601562, 0.0980040282011032, -491.478942871094, 71.4301071166992, 47.7614860534668, -46.4379272460938, 0.0, 5.48124074935913, 0.0347440913319588, 83.0785140991211, 392.576995849609, 0.0, 1.0, 0.0, 681.255737304688, 12.2824096679688, 0.0, 0.419087916612625, 0.580912113189697
InChI%3D1S%2FC18H23NO6%2Fc1-3-12-8-11%282%2918%2823%2C10-20%2917%2822%2924-9-13-4-6-19-7-5-14%2815%2813%2919%2925-16%2812%2921%2Fh3-4%2C14-15%2C20%2C23H%2C2%2C5-10H2%2C1H3%2Ft14-%2C15%3F%2C18-%2Fm1%2Fs1, -0.716542601585388, 1.83033883571625, 169.654891967773, 433.367004394531, 131.61491394043, -0.0612692721188068, 0.0402325801551342, 263.712097167969, -432.090881347656, 1103.734375, 102.305610656738, 1535.82531738281, -36.9467124938965, 24.2611255645752, 471.406982421875, 0.153866082429886, -260.560272216797, 61.207836151123, 32.8717613220215, -22.2796764373779, 0.218258932232857, 4.77630519866943, 0.11800279468298, 52.9282379150391, 261.329772949219, 7.0, 0.781741082668304, 0.0, 665.575988769531, 14.6299896240234, 2.0, 0.281341165304184, 0.718658804893494
