SMILES,WT.unity,BCUTp-1h,BCUTw-1h,BCUTc-1h,WV.unity,Wnu1.unity,BCUTp-1l,BCUTw-1l,Wnu2.unity,BCUTc-1l,WA.unity,Weta2.unity,Wlambda3.unity,Wlambda1.unity,WD.unity,WK.unity,Weta3.unity,Weta1.unity,Wlambda2.unity
InChI%3D1S%2FC12H19N%2Fc1-8%282%2910-6-5-7-11%289%283%294%2912%2810%2913%2Fh5-9H%2C13H2%2C1-4H3,10.1473522186279,9.93316173553467,14.0091028213501,0.0535368695855141,51.1554260253906,0.113465800881386,6.36878108978271,11.99338722229,0.202175870537758,-0.336046010255814,24.6045951843262,0.372311174869537,6.94442462921143,1.1513774394989,1.39484190940857,0.263268738985062,0.616004645824432,0.406526058912277,2.05154967308044
InChI%3D1S%2FC10H8%2Fc1-2-6-10-8-4-3-7-9%2810%295-1%2Fh1-8H,10.800838470459,8.88276863098145,12.1501121520996,0.115228086709976,65.8553924560547,0.100308515131474,6.89796876907349,11.8500003814697,0.311425685882568,-0.18704180419445,31.89990234375,0.353599637746811,6.35376358032227,1.08341598510742,1.15990936756134,0.191199347376823,0.501455307006836,0.304854512214661,3.36365842819214
InChI%3D1S%2FC14H9Cl5O%2Fc15-11-5-1-9%282-6-11%2913%2820%2C14%2817%2C18%2919%2910-3-7-12%2816%298-4-10%2Fh1-8%2C20H,18.3132419586182,13.8308811187744,34.9729804992676,0.330760270357132,211.273635864258,0.092889130115509,6.2119197845459,11.9985179901123,0.298962384462357,-0.374137967824936,89.2346038818359,0.346700042486191,11.1371698379517,1.70110094547272,1.28623223304749,0.206111371517181,0.483971178531647,0.455561101436615,5.47497034072876
InChI%3D1S%2FC8H17Br%2Fc1-2-3-4-5-6-7-8-9%2Fh2-8H2%2C1H3,11.5196962356567,8.22695732116699,78.9185180664062,0.0854445546865463,28.7230262756348,0.0417680516839027,5.13166809082031,11.9988441467285,0.06795983761549,-0.196196123957634,13.3401727676392,0.728353381156921,10.2556648254395,0.481155246496201,1.87912368774414,0.417704075574875,0.535824596881866,0.614945650100708,0.782876670360565
InChI%3D1S%2FC7H5NO4%2Fc9-4-5-3-6%2810%291-2-7%285%298%2811%2912%2Fh1-4%2C10H,6.62406349182129,8.31901073455811,16.016996383667,0.175988346338272,18.8269577026367,0.0215031411498785,3.66212797164917,11.9989995956421,0.369467467069626,-0.385973542928696,10.796555519104,0.576696574687958,4.0342493057251,0.142438173294067,1.27616167068481,0.206772059202194,0.539027750492096,0.160437390208244,2.44737577438354
InChI%3D1S%2FC12H12N2O3%2Fc1-2-12%288-6-4-3-5-7-8%299%2815%2913-11%2817%2914-10%2812%2916%2Fh3-7H%2C2H2%2C1H3%2C%28H2%2C13%2C14%2C15%2C16%2C17%29,11.4241466522217,11.9949417114258,15.9969263076782,0.371319651603699,88.5470581054688,0.147529631853104,4.33389711380005,11.8500003814697,0.334276676177979,-0.34783923625946,39.0208282470703,0.467687726020813,5.91992044448853,1.68540012836456,1.25312304496765,0.138645261526108,0.41994309425354,0.365492254495621,3.81882572174072
InChI%3D1S%2FC9H10O%2Fc1-2-5-8-6-3-4-7-9%288%2910%2Fh2-4%2C6-7%2C10H%2C1%2C5H2,7.6175594329834,8.76363086700439,15.9979429244995,0.101668328046799,26.2378387451172,0.0653552785515785,5.16094017028809,11.9962692260742,0.255336195230484,-0.386328637599945,13.6094722747803,0.397260934114456,5.17467308044434,0.497847735881805,1.24223840236664,0.259481400251389,0.522090971469879,0.32288646697998,1.94503879547119
InChI%3D1S%2FC9H10O3%2Fc1-2-12-9-5-7%286-10%293-4-8%289%2911%2Fh3-6%2C11H%2C2H2%2C1H3,8.29926204681396,8.24388885498047,15.998703956604,0.14994041621685,30.0429992675781,0.0546259358525276,3.89814376831055,11.9962692260742,0.268348842859268,-0.38297963142395,16.0706176757812,0.475545853376389,5.61880970001221,0.453354984521866,1.40937733650208,0.257768929004669,0.572870373725891,0.360961109399796,2.2270975112915
InChI%3D1S%2FC6H12O%2Fc7-6-4-2-1-3-5-6%2Fh6-7H%2C1-5H2,4.58523368835449,7.02427101135254,15.9949159622192,0.0621933601796627,13.2880172729492,0.135277837514877,4.66637229919434,11.8999996185303,0.371870964765549,-0.392487674951553,6.31266689300537,0.506986796855927,2.25983786582947,0.620280504226685,1.33986568450928,0.11963839828968,0.456283360719681,0.376595497131348,1.70511519908905
InChI%3D1S%2FC7H5ClO%2Fc8-7-3-1-6%285-9%292-4-7%2Fh1-5H,5.49797916412354,8.37519550323486,34.9688529968262,0.149792924523354,12.3277492523193,2.1317023310985e-06,3.85621619224548,11.8500003814697,0.344885408878326,-0.297402024269104,6.82968997955322,0.516749918460846,3.60179471969604,1.17200552267605e-05,1.15533339977264,0.241334334015846,0.46734207868576,0.171241357922554,1.8961728811264
InChI%3D1S%2FC12H10S2%2Fc1-3-7-11%288-4-1%2913-14-12-9-5-2-6-10-12%2Fh1-10H,11.2064867019653,11.7158098220825,31.973072052002,0.0962471440434456,51.5418090820312,0.0763753429055214,6.90472459793091,11.8500003814697,0.182130143046379,-0.204243555665016,25.8191738128662,0.51258260011673,8.30954837799072,0.855899274349213,1.60588097572327,0.306120902299881,0.614473760128021,0.478824615478516,2.04103899002075
InChI%3D1S%2FC6H7N%2Fc1-6-3-2-4-7-5-6%2Fh2-5H%2C1H3,4.99841403961182,7.33413171768188,14.0142469406128,0.09317896515131,11.1151876449585,0.0224290471524,5.68480348587036,11.9885540008545,0.292619317770004,-0.326800286769867,5.55537605285645,0.473845452070236,3.42367196083069,0.112109668552876,1.17330658435822,0.263713717460632,0.556603968143463,0.142857164144516,1.46263265609741
