SMILES,nAtomLC,MDEC-14,khs.tN,AMR,XLogP,WNSA-1,MDEC-44,apol,nHBAcc,RNCG,WNSA-2,WPOL,naAromAtom,khs.ssCH2,PPSA-1,WNSA-3,TPSA,TopoPSA,topoShape,RPCG,VAdjMat,PPSA-2,SP-0,ATSm1,MDEN-22,PPSA-3,SP-1,ATSm2,nHBDon,SC-3,ATSp1,SP-2,ATSm3,MDEN-23,LipinskiFailures,SC-4,khs.aasC,ATSp2,SP-3,ATSm4,MDEO-22,DPSA-1,SC-5,ATSp3,SP-4,ATSm5,nAtom,C1SP2,RHSA,DPSA-2,MLogP,khs.dNH,SC-6,ATSp4,SP-5,C1SP3,DPSA-3,MDEC-22,ATSp5,SP-6,MDEC-23,PetitjeanNumber,SP-7,ALogp2,MDEC-24,khs.sCH3,khs.sBr,RNCS,khs.dssC,khs.aaNH,VPC-4,khs.dO,khs.dsN,khs.sF,VPC-5,FPSA-1,VPC-6,FPSA-2,nAtomLAC,RPCS,PNSA-1,FPSA-3,khs.aaN,PNSA-2,SPC-4,khs.aasN,SPC-5,MDEN-33,khs.sCl,khs.aaCH,khs.ddsN,PNSA-3,RPSA,SPC-6,khs.ssO,nAromBond,ALogP,khs.ssssC,khs.ssNH,khs.aaS,VCH-3,MDEC-33,Kier1,ATSc1,khs.ssS,MDEC-34,Kier2,ATSc2,khs.dsCH,VCH-4,VCH-5,VP-0,Kier3,ATSc3,bpol,VP-1,VCH-6,fragC,VC-3,ATSc4,VP-2,khs.sOH,VCH-7,khs.sssN,ATSc5,C3SP2,THSA,ECCEN,VP-3,SCH-3,MDEN-11,VC-4,C3SP3,WPSA-1,nB,nAtomP,VP-4,SCH-4,MDEN-12,VC-5,khs.ddssS,WPSA-2,VP-5,SCH-5,WPATH,MDEN-13,VC-6,MDEO-11,WPSA-3,FNSA-1,VP-6,SCH-6,MDEO-12,FNSA-2,VP-7,MDEC-11,khs.sNH2,SCH-7,C2SP2,FNSA-3,C2SP3,khs.sssCH,MDEC-12,khs.aaaC,Zagreb,MDEC-13,nRotB,nHBDon
InChI%3D1S%2FC22H25N3O4S%2Fc1-2-29-22%2827%2923-16-7-8-20-18%2815-16%2925%2817-5-3-4-6-19%2817%2930-20%2921%2826%299-10-24-11-13-28-14-12-24%2Fh3-8%2C15H%2C2%2C9-14H2%2C1H3%2C%28H%2C23%2C27%29,6.0,0.0,0.0,67.6804962158203,3.6489999294281,189.326065063477,0.0,64.7978286743164,7.0,0.157128661870956,-455.968811035156,48.0,12.0,7.0,499.93017578125,-29.4473552703857,114.70613861084,,875.0,0.117727920413017,5.90689039230347,1204.02099609375,20.9240741729736,40.305591583252,0.0,27.8897819519043,14.6521987915039,39.6616058349609,1.0,1.64923560619354,2312.17065429688,12.8126754760742,57.1042289733887,0.353553384542465,0.0,0.0,5.0,2755.56567382812,10.6480932235718,60.8342895507812,0.0769230797886848,248.089920043945,0.305372029542923,3919.40014648438,9.26978397369385,57.2684593200684,55.0,1.0,0.847418665885925,1810.54772949219,3.0,0.0,0.0,4219.337890625,7.80572557449341,7.0,67.0604553222656,17.7791652679443,3884.23901367188,5.38377952575684,22.8664073944092,0.466666668653488,4.22494602203369,0.532316148281097,0.0,1.0,0.0,3.72307181358337,2.0,0.0,1.96968424320221,1.0,1.0,0.0,2.90641212463379,0.665003776550293,3.90084004402161,1.6015807390213,3.0,0.622000575065613,251.840255737305,0.037098802626133,0.0,-606.526672363281,3.82805609703064,0.0,6.70147609710693,0.25,0.0,7.0,0.0,-39.1706733703613,0.152581334114075,10.206521987915,2.0,12.0,0.729600012302399,0.0,0.0,0.0,0.0,7.17267036437988,23.1680431365967,0.792890429496765,1.0,0.0,11.2276544570923,-0.534413456916809,0.0,0.0,0.0,17.7295436859131,5.88000011444092,0.0883717015385628,39.68017578125,10.9153871536255,0.13171024620533,2494.080078125,0.876578569412231,0.0106755439192057,8.06614398956299,1.0,0.22587077319622,2.0,0.195220097899437,0.0,637.064270019531,723.0,6.1329493522644,0.0,0.0,0.0,0.0,375.832733154297,33.0,19.0,4.5819206237793,0.0,0.0,0.139699384570122,0.0,905.1474609375,3.48704528808594,0.0,2500.0,0.0,0.0,125.0,20.9667148590088,0.334996223449707,2.13384175300598,0.298797696828842,0.64754456281662,-0.806797683238983,1.42675364017487,0.0,0.0,0.469204813241959,0.0,-0.0521045662462711,13.0,0.0,1.61672067642212,0.0,156.0,1.0276517868042,7.0,1.0
InChI%3D1S%2FC17H22NOS2.BrH%2Fc1-18%282%2911-13%2810-14%2812-18%2919-3%2917%2815-6-4-8-20-15%2916-7-5-9-21-16%3B%2Fh4-9%2C14H%2C10-12H2%2C1-3H3%3B1H%2Fq%2B1%3B%2Fp-1,2.0,0.0,0.0,,3.69099998474121,,0.0,55.3414459228516,1.0,,,29.0,10.0,3.0,,,,,999.0009765625,,5.45943164825439,,14.8720331192017,78.6480560302734,0.0,,10.0884485244751,31.0080661773682,0.0,2.02234196662903,2111.63891601562,9.50894069671631,44.015266418457,0.0,0.0,0.25,2.0,2498.4287109375,7.30212163925171,36.8970680236816,0.0,,0.16666667163372,3558.19970703125,6.61290264129639,52.973388671875,44.0,0.0,,,2.77999997138977,0.0,0.0,3283.3759765625,4.47738790512085,4.0,,9.42522430419922,3542.25732421875,3.45086812973022,15.8323974609375,0.999000012874603,2.39288258552551,,0.0,3.0,0.0,,2.0,0.0,2.92159581184387,0.0,0.0,0.0,5.36689424514771,,6.75144243240356,,0.0,,,,0.0,,3.10935354232788,0.0,5.94323587417603,0.0,0.0,6.0,0.0,,,7.99886512756348,1.0,10.0,,0.0,0.0,2.0,0.0,5.14592981338501,18.3402652740479,0.348976939916611,0.0,0.0,7.71349859237671,-0.225264325737953,0.0,0.0,0.235702261328697,16.5303936004639,4.30839014053345,-0.00664352672174573,33.1665534973145,9.88140964508057,0.19001992046833,1563.05004882812,2.36601138114929,0.161281555891037,9.48971462249756,0.0,0.327735871076584,0.0,-0.165482565760612,2.0,,-1244640256.0,6.55282735824585,0.0,0.0,0.353553384542465,0.0,,23.0,12.0,5.73997974395752,0.0,0.0,0.119638346135616,0.0,,3.68034100532532,0.288675129413605,21000001536.0,0.0,0.0,0.0,,,2.75827956199646,0.225592225790024,0.0,,1.75937020778656,0.814325273036957,0.0,0.385988563299179,0.0,,8.0,1.0,5.23440790176392,0.0,112.0,3.72936391830444,3.0,0.0
InChI%3D1S%2FC7H8O%2Fc8-6-7-4-2-1-3-5-7%2Fh1-5%2C8H%2C6H2,2.0,0.0,0.0,7.27680015563965,2.40899991989136,52.145092010498,0.0,18.4563446044922,1.0,0.549271106719971,-37.1254539489746,7.0,6.0,1.0,220.595932006836,-7.52574682235718,71.2669448852539,20.2299995422363,0.666666686534882,0.295233070850372,4.0,157.05647277832,5.81999111175537,8.77446937561035,0.0,18.8831100463867,3.9318516254425,8.33209228515625,1.0,0.20412415266037,343.64794921875,2.91228413581848,9.33209228515625,0.0,0.0,0.0,1.0,360.656860351562,2.30209517478943,7.66418409347534,0.0,77.2982788085938,0.0,405.171142578125,1.59538793563843,3.66418385505676,16.0,0.0,0.804154396057129,259.079315185547,2.11999988555908,0.0,0.0,284.539306640625,1.10517168045044,1.0,39.5642852783203,7.73231601715088,96.6675643920898,0.348461717367172,3.96540641784668,0.400000005960464,0.144337564706802,0.201331689953804,0.0,0.0,0.0,20.1164054870605,0.0,0.0,0.188787385821342,0.0,0.0,0.0,0.17870919406414,0.606209993362427,0.125858262181282,0.431600004434586,0.0,10.2277965545654,143.297653198242,0.0518918447196484,0.0,-102.022834777832,0.492799282073975,0.0,0.594861328601837,0.0,0.0,5.0,0.0,-20.6811752319336,0.195845574140549,0.492799282073975,0.0,6.0,-0.44870001077652,0.0,0.0,0.0,0.0,0.0,6125.0,0.0831926763057709,0.0,0.0,3.11111116409302,-0.0340108759701252,0.0,0.0,0.0,4.54107189178467,1.79999995231628,-0.00637886533513665,8.74565601348877,2.5804648399353,0.0320750139653683,200.009994506836,0.117851130664349,-0.00116572750266641,1.64371240139008,1.0,0.0226804614067078,0.0,-4.02724836021662e-05,0.0,292.626617431641,60.0,1.02539885044098,0.0,0.0,0.0,1.0,80.2734375,8.0,6.0,0.583419799804688,0.0,0.0,0.0,0.0,57.1518402099609,0.331875562667847,0.0,64.0,0.0,0.0,0.0,6.87144184112549,0.393789976835251,0.0804973393678665,0.102062076330185,0.0,-0.280364483594894,0.0202860198915005,0.0,0.0,0.0721687823534012,0.0,-0.0568330362439156,5.0,0.0,0.0,0.0,34.0,0.0,1.0,1.0
InChI%3D1S%2FC11H17NO%2Fc1-9%2812-2%298-10-6-4-5-7-11%2810%2913-3%2Fh4-7%2C9%2C12H%2C8H2%2C1-3H3,5.0,0.0,0.0,30.4745006561279,2.68400001525879,40.8275413513184,0.0,32.5974807739258,1.0,0.360965967178345,-39.4034194946289,16.0,6.0,1.0,344.483489990234,-3.65299272537231,14.3620853424072,21.2600002288818,0.75,0.126433148980141,4.70043992996216,332.467407226562,9.68179798126221,14.1344566345215,0.0,17.1045532226562,6.27438688278198,13.9965543746948,1.0,0.622008442878723,710.139953613281,4.96198701858521,16.9965553283691,0.0,0.0,0.0,2.0,770.623413085938,3.99291586875916,17.1624603271484,0.0,251.216735839844,0.0833333358168602,952.670043945312,2.81570792198181,13.9965543746948,30.0,0.0,0.967191159725189,422.480865478516,2.45000004768372,0.0,0.0,893.869689941406,2.12437272071838,1.0,25.4494781494141,5.08567523956299,669.890686035156,1.17023110389709,7.13593721389771,0.428571432828903,0.585364103317261,0.0940035581588745,0.0,3.0,0.0,1.35694682598114,0.0,0.0,0.693263173103333,0.0,0.0,0.0,0.777035772800446,0.786940693855286,0.80948394536972,0.759491086006165,3.0,2.12568974494934,93.2667541503906,0.0390737727284431,0.0,-90.0134735107422,1.42534029483795,0.0,1.95524597167969,0.0,0.0,4.0,0.0,-8.3449239730835,0.0328088589012623,2.40316367149353,1.0,6.0,-0.306600004434586,0.0,1.0,0.0,0.0,1.65096366405487,11.0769233703613,0.235389888286591,0.0,0.0,5.671875,-0.131361365318298,0.0,0.0,0.0,8.50210666656494,3.32409977912903,0.00514200981706381,21.1605186462402,4.56754970550537,0.0277777779847383,744.02001953125,0.365111768245697,0.00916225742548704,3.20569372177124,0.0,0.0309820845723152,0.0,-0.0397084839642048,0.0,423.388153076172,142.0,2.21142196655273,0.0,0.0,0.0,1.0,150.797729492188,13.0,7.0,1.30353379249573,0.0,0.0,0.0240562614053488,0.0,145.537689208984,0.833475887775421,0.0,256.0,0.0,0.0,0.0,7.4875226020813,0.213059276342392,0.403382211923599,0.0833333358168602,0.0,-0.205627471208572,0.174348682165146,0.598408460617065,0.0,0.117851130664349,0.0,-0.0190632082521915,7.0,1.0,3.41581988334656,0.0,58.0,3.10600566864014,4.0,1.0
InChI%3D1S%2FC11H9I3N2O4.Na%2Fc1-3%2817%2915-9-6%2812%295%2811%2819%2920%297%2813%2910%288%289%2914%2916-4%282%2918%3B%2Fh1-2H3%2C%28H%2C15%2C17%29%28H%2C16%2C18%29%28H%2C19%2C20%29%3B%2Fq%3B%2B1%2Fp-1,4.0,0.0,0.0,,3.6010000705719,,0.0,69.7523422241211,6.0,,,33.0,6.0,0.0,,,,105.309997558594,999.0009765625,,5.39231729507446,,15.6103658676147,359.397613525391,0.25,,9.16247844696045,50.6908683776855,2.0,2.11045670509338,2571.84228515625,8.98552513122559,90.6024017333984,0.0,0.0,0.0,6.0,3019.8173828125,6.17257022857666,157.471939086914,0.0,,0.553680837154388,4353.52001953125,5.4863543510437,490.858001708984,29.0,3.0,,,1.57000005245209,0.0,0.0,4854.89501953125,3.97655773162842,2.0,,0.0,4072.91748046875,2.31766939163208,0.0,0.999000012874603,1.5291600227356,,0.0,2.0,0.0,,3.0,0.0,3.09787273406982,1.0,2.0,0.0,7.02048063278198,,8.44908142089844,,0.0,,,,0.0,,3.87800478935242,0.0,6.86281967163086,0.0,0.0,0.0,0.0,,,10.3084764480591,0.0,6.0,,0.0,0.0,0.0,0.0,14.8082809448242,21.0,0.605877816677094,0.0,0.0,8.58501815795898,-0.271625906229019,0.0,0.0,0.0,16.3034915924072,5.0,0.0486654378473759,24.0716552734375,8.09895896911621,0.015625,364.100006103516,1.27074551582336,-0.043580312281847,6.54998731613159,2.0,0.140637740492821,0.0,-0.162779092788696,0.0,,1345294336.0,5.10404205322266,0.0,0.0,0.0,1.0,,20.0,15.0,5.40575551986694,0.0,0.0,0.45335066318512,0.0,,2.1389045715332,0.0,20000000000.0,0.0,0.0,1.03291809558868,,,1.39951574802399,0.0370370373129845,0.0,,0.415203541517258,125.0,0.0,0.184872731566429,0.0,,5.0,0.0,0.0,0.0,98.0,4.42913579940796,3.0,2.0
InChI%3D1S%2FC5H11NO2%2Fc1-3-5%282%294-8-6-7%2Fh5H%2C3-4H2%2C1-2H3,8.0,0.0,0.0,28.8693008422852,2.49900007247925,24.9874382019043,0.0,18.8387222290039,0.0,0.410264253616333,-13.1885900497437,6.0,0.0,2.0,240.244522094727,-3.01122069358826,10.1954336166382,38.6599998474121,1.0,0.193512484431267,4.0,126.803176879883,6.40577745437622,9.90892601013184,0.0,9.16269397735596,3.80806040763855,8.43902397155762,0.0,0.288675129413605,244.444549560547,2.65564846992493,8.27274608612061,0.0,0.0,0.0,0.0,233.25407409668,1.74740028381348,7.16246128082275,0.0,161.830154418945,0.0,228.039581298828,0.75670999288559,4.99655437469482,19.0,0.0,0.968005180358887,168.190963745117,1.67999994754791,0.0,0.0,168.087829589844,0.492799282073975,3.0,18.612361907959,0.5,90.6609649658203,0.144337564706802,2.0,0.5,0.0,4.58430910110474,0.0,2.0,0.0,4.18282175064087,0.0,0.0,0.406526267528534,1.0,1.0,0.0,0.170555755496025,0.753923773765564,0.0742212012410164,0.397927612066269,4.0,5.44863891601562,78.4143753051758,0.0287539251148701,0.0,-41.3877944946289,0.492799282073975,0.0,0.348461717367172,0.0,0.0,0.0,0.0,-9.44966793060303,0.0319948196411133,0.288675129413605,1.0,0.0,-2.14109992980957,0.0,0.0,0.0,0.0,0.0,8.0,0.0988023802638054,0.0,0.0,5.14285707473755,-0.0633735805749893,0.0,0.0,0.0,5.25527381896973,5.0,0.0365359894931316,13.5792770385742,2.75477719306946,0.0,268.029998779297,0.288675129413605,-0.0186616722494364,1.8837217092514,0.0,0.0,0.0,-0.00328552979044616,0.0,308.463470458984,63.0,1.10868144035339,0.0,0.0,0.0,1.0,76.5560607910156,7.0,3.0,0.275520384311676,0.0,0.0,0.0,0.0,40.4069595336914,0.104650229215622,0.0,76.0,0.0,0.0,0.0,2.91977405548096,0.246076211333275,0.0215165745466948,0.0,0.5,-0.12988118827343,0.0,0.333333343267441,0.0,0.0,0.0,-0.0296544916927814,1.0,1.0,2.14913988113403,0.0,28.0,1.41421353816986,4.0,0.0
InChI%3D1S%2FC21H28N2O5%2Fc1-23%282%2910-11-28-17-8-6-15%287-9-17%2914-22-21%2824%2916-12-18%2825-3%2920%2827-5%2919%2813-16%2926-4%2Fh6-9%2C12-13H%2C10-11%2C14H2%2C1-5H3%2C%28H%2C22%2C24%29,6.0,0.0,0.0,60.2840995788574,2.59299993515015,147.179122924805,0.0,61.840202331543,3.0,0.135799378156662,-374.860382080078,41.0,12.0,3.0,666.450866699219,-28.3157176971436,100.438079833984,72.75,0.888888895511627,0.086167111992836,5.80735492706299,1697.42846679688,20.5182971954346,32.5923194885254,0.0,36.9202537536621,13.4770956039429,32.8197555541992,1.0,1.68828165531158,1591.11328125,11.4063787460327,42.3729400634766,0.111111111938953,0.0,0.0,6.0,1786.18127441406,9.13732242584229,47.4201583862305,0.981235086917877,491.524444580078,0.253933906555176,2342.6611328125,7.0364670753479,44.5867767333984,56.0,1.0,0.880626559257507,2142.96020507812,3.0,0.0,0.0,2417.76538085938,5.60450124740601,3.0,70.5742568969727,9.05598258972168,2110.37280273438,3.75688004493713,15.2080926895142,0.470588237047195,2.41385889053345,0.131551295518875,0.0,5.0,0.0,2.63757514953613,1.0,0.0,1.22547149658203,0.0,1.0,0.0,1.33259069919586,0.792095124721527,1.37170124053955,2.01744031906128,2.0,0.627137541770935,174.926422119141,0.0438807345926762,0.0,-445.531860351562,3.60658717155457,0.0,5.1577033996582,0.0,0.0,6.0,0.0,-33.6540069580078,0.119373418390751,6.77004766464233,4.0,12.0,-0.36269998550415,0.0,0.0,0.0,0.0,5.99965667724609,24.2711067199707,0.947988033294678,0.0,0.0,12.6398887634277,-0.520449042320251,0.0,0.0,0.0,17.0600566864014,7.65052080154419,-0.117109537124634,41.5737953186035,8.88363361358643,0.0486111119389534,2493.07006835938,0.80433577299118,0.372451663017273,6.34953784942627,1.0,0.0669142678380013,1.0,-0.39244070649147,0.0,740.939208984375,754.0,4.06490659713745,0.0,0.0,0.0,2.0,560.736633300781,29.0,12.0,2.50480103492737,0.0,0.0,0.0407229289412498,0.0,1428.177734375,1.64053845405579,0.0,2489.0,0.0,0.0,0.0,31.0638618469238,0.207904860377312,0.891496419906616,0.138888895511627,0.679617702960968,-0.529526829719543,0.481154054403305,1.05815696716309,0.0,0.267777264118195,0.0,-0.0399987101554871,10.0,0.0,6.02229738235474,0.0,134.0,5.40333032608032,10.0,1.0
InChI%3D1S%2FC32H60O10%2Fc1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-30%2836%2940-25-24-37-27-29%2839-22-19-34%2932-28%2838-21-18-33%2926-31%2842-32%2941-23-20-35%2Fh9-10%2C28-29%2C31-35H%2C2-8%2C11-27H2%2C1H3,29.0,0.0,0.0,142.471298217773,5.86899995803833,115.814964294434,0.0,104.347579956055,10.0,0.0883514210581779,-515.653869628906,48.0,0.0,24.0,748.282104492188,-32.9628753662109,140.600509643555,,1.0,0.0587381310760975,6.39231729507446,3331.646484375,30.5141677856445,49.7446899414062,0.0,37.5192718505859,20.6549263000488,47.3134727478027,3.0,0.96221536397934,2091.8525390625,15.4297342300415,54.8586845397949,0.0,2.0,0.0,0.0,2213.75048828125,11.3477573394775,57.0742950439453,3.39833927154541,616.659851074219,0.136082768440247,2557.02685546875,8.50397396087646,59.3010635375977,102.0,1.0,0.840209305286407,3917.6806640625,3.88000011444092,0.0,0.0,2577.36254882812,6.41822957992554,11.0,74.9811553955078,0.0,2654.25341796875,4.62169218063354,15.7729368209839,0.5,3.28590798377991,20.6843032836914,0.0,1.0,0.0,0.13587199151516,1.0,0.0,0.851235926151276,1.0,0.0,0.0,1.26767110824585,0.850413024425507,1.38575649261475,3.78637385368347,18.0,0.121917508542538,131.622222900391,0.0426401719450951,0.0,-586.033996582031,2.1296865940094,0.0,3.44584560394287,0.0,0.0,0.0,0.0,-37.4618835449219,0.159790679812431,4.55772638320923,6.0,0.0,-4.5479998588562,0.0,0.0,0.0,0.0,3.26528191566467,40.023811340332,1.44674479961395,0.0,0.0,29.6966953277588,-0.682251036167145,2.0,0.0,0.0555555559694767,26.1340427398682,22.2143115997314,-0.434163361787796,78.0464172363281,16.3693962097168,0.0774359330534935,8682.099609375,0.397984445095062,0.603598535060883,10.7557287216187,3.0,0.10329844802618,0.0,-0.109824731945992,0.0,739.303771972656,1953.0,7.12353515625,0.0,0.0,0.0,0.0,658.416625976562,42.0,3.0,4.8957576751709,0.0,0.0,0.0453609228134155,0.0,2931.5302734375,3.17689967155457,0.0962250456213951,9473.0,0.0,0.0,0.526027500629425,33.013370513916,0.149586975574493,2.03399872779846,0.191638320684433,3.70212864875793,-0.666020154953003,1.25722599029541,0.0,0.0,0.301472395658493,2.0,-0.0425749532878399,18.0,4.0,2.32572484016418,0.0,178.0,0.219740316271782,31.0,3.0
InChI%3D1S%2FC14H14N2O%2Fc1-14%282%2C12-6-4-8-16-10-12%2913%2817%2911-5-3-7-15-9-11%2Fh3-10H%2C1-2H3,5.0,2.0,0.0,18.9706993103027,2.10500001907349,61.996940612793,0.0,36.9771003723145,3.0,0.260557681322098,-69.6328964233398,26.0,12.0,0.0,313.081237792969,-11.1105213165283,80.6179351806641,,0.800000011920929,0.154969215393066,5.08746290206909,351.642395019531,12.3031187057495,18.4944458007812,0.142857149243355,15.804497718811,8.12102699279785,18.9968338012695,0.0,1.38835453987122,1075.55798339844,7.34306621551514,26.3289241790771,0.0,0.0,0.16666667163372,2.0,1237.56750488281,6.18788242340088,28.3252010345459,0.0,175.509796142578,0.753454327583313,1695.8583984375,4.46004486083984,24.2144832611084,31.0,0.0,0.821108520030975,506.158050537109,2.67000007629395,0.0,0.179558381438255,1671.62536621094,3.30030202865601,6.0,40.4587860107422,7.72782564163208,1339.74768066406,1.60372340679169,8.47046279907227,0.444444447755814,1.07472658157349,0.423020154237747,2.57647395133972,2.0,0.0,6.90838003158569,1.0,0.0,1.67275893688202,1.0,0.0,0.0,1.8860912322998,0.694728434085846,1.94376027584076,0.780295789241791,3.0,0.0,137.571441650391,0.0350702404975891,2.0,-154.515655517578,3.5878734588623,0.0,4.97466135025024,0.0,0.0,8.0,0.0,-24.6542892456055,0.178891509771347,6.57906723022461,0.0,12.0,0.65039998292923,1.0,0.0,0.0,0.0,1.65096366405487,13.4320983886719,0.249630466103554,0.0,2.38110160827637,5.76000022888184,-0.08830226957798,0.0,0.0,0.0,9.92147731781006,3.0625,-0.0163441356271505,18.9028987884521,5.47495365142822,0.0496903993189335,752.030029296875,0.96769767999649,-0.0507130511105061,4.43752479553223,0.0,0.0248451996594667,0.0,0.0172110367566347,0.0,370.034759521484,245.0,2.87460565567017,0.0,0.0,125.0,2.0,141.090896606445,18.0,8.0,1.72147822380066,0.0,0.0,0.285739094018936,0.0,158.46858215332,1.0105504989624,0.0,504.0,0.0,0.067182183265686,0.0,7.12233924865723,0.305271565914154,0.427237033843994,0.20412415266037,0.0,-0.342870801687241,0.229176193475723,0.5,0.0,0.109956599771976,1.0,-0.0547079592943192,4.0,0.0,3.86416602134705,0.0,86.0,2.62074136734009,3.0,0.0
InChI%3D1S%2FC19H28O2%2Fc1-18-9-7-15-14-6-4-13%2820%2911-12%2814%293-5-16%2815%2917%2818%298-10-19%2818%2C2%2921%2Fh11%2C14-17%2C21H%2C3-10H2%2C1-2H3%2Ft14-%2C15%2B%2C16%3F%2C17-%2C18-%2C19-%2Fm0%2Fs1,0.0,2.82842707633972,0.0,82.3824996948242,3.64000010490417,53.3600845336914,1.0,53.7142028808594,2.0,0.311105579137802,-66.7708053588867,43.0,0.0,8.0,423.204071044922,-11.593807220459,84.3992156982422,37.2999992370605,1.0,0.168385460972786,5.39231729507446,529.565795898438,14.8280630111694,22.5489387512207,0.0,17.3022499084473,9.92245197296143,24.6641845703125,1.0,2.56584858894348,1855.75,10.2324113845825,40.6604614257812,0.0,0.0,0.278838753700256,0.0,2318.92041015625,9.23271179199219,44.9925537109375,0.0,321.540252685547,1.43282866477966,3669.98706054688,7.5827784538269,33.328369140625,49.0,0.0,0.839199125766754,656.7802734375,3.32999992370605,0.0,0.587297141551971,3811.86987304688,6.35181760787964,2.0,39.3912506103516,10.5026302337646,2816.8564453125,4.88919258117676,20.6796436309814,0.5,3.75348949432373,0.390625,5.6297492980957,2.0,0.0,5.19192123413086,2.0,0.0,5.11009311676025,1.0,0.0,0.0,8.03819274902344,0.806305885314941,10.9097280502319,1.00895059108734,0.0,3.27802777290344,101.663833618164,0.032964963465929,0.0,-127.214485168457,6.58288288116455,0.0,10.1281213760376,0.0,0.0,0.0,0.0,-22.0889987945557,0.160800859332085,14.0470781326294,0.0,0.0,0.625,2.0,0.0,0.0,0.0,6.63197565078735,14.5833330154419,0.194248020648956,0.0,3.32753610610962,4.74687719345093,-0.0518706627190113,1.0,0.0,0.0721687823534012,13.3990678787231,1.99445986747742,-0.046208843588829,31.5677967071533,8.879638671875,0.407201856374741,2284.02001953125,1.86210370063782,0.0126831131055951,8.5722827911377,1.0,0.844750046730042,0.0,-0.00671039521694183,1.0,440.468688964844,355.0,7.86222171783447,0.0,0.0,0.181119009852409,5.0,222.126235961914,24.0,4.0,6.424232006073,0.0,0.0,1.00611984729767,0.0,277.952087402344,5.18754100799561,0.0721687823534012,822.0,0.0,0.325573951005936,0.100000001490116,9.08139610290527,0.19369412958622,3.8338360786438,0.480913519859314,0.0,-0.242374286055565,2.87423229217529,0.333333343267441,0.0,1.08701741695404,2.0,-0.0420848727226257,8.0,4.0,4.14073944091797,0.0,126.0,2.52838063240051,0.0,1.0
